23.1.2006	B-Date
og	O
því	O
er	O
allur	O
frekari	O
fróðleikur	O
úr	O
þessum	O
áttum	O
vel	O
þeginn	O
.	O

Ég	O
vík	O
þá	O
að	O
vegprestinum	O
sem	O
ég	O
drap	O
á	O
í	O
upphafi	O
og	O
spurði	O
um	O
í	O
lok	O
síðasta	O
þáttar	O
.	O

Vegprestur	O
er	O
vegvísir	O
en	O
frábrugðinn	O
þeim	O
vegaskiltum	O
sem	O
nú	O
eru	O
notuð	O
á	O
aðalleiðum	O
landsins	O
.	O

Vegpresturinn	O
er	O
rörstöng	O
af	O
tiltekinni	O
hæð	O
og	O
komið	O
fyrir	O
við	O
vegarkant	O
eða	O
skammt	O
utan	O
vegar	O
.	O

Ofarlega	O
á	O
hana	O
er	O
fest	O
tiltölulega	O
mjótt	O
skilti	O
sem	O
endar	O
í	O
oddi	O
.	O

Á	O
skiltið	O
er	O
letrað	O
staðarnafn	O
eða	O
leiðar-	O
og	O
bendir	O
það	O
í	O
þá	O
átt	O
sem	O
fara	O
skal	O
.	O

Ef	O
leiðir	O
greinast	O
mjög	O
geta	O
verið	O
mörg	O
skilti	O
á	O
sömu	O
stönginni	O
og	O
vísa	O
þá	O
í	O
mismunandi	O
áttir	O
.	O

Hlustandi	O
einn	O
kom	O
að	O
máli	O
við	O
mig	O
fyrr	O
í	O
vetur	O
og	O
minntist	O
á	O
þetta	O
orð	O
.	O

Hann	O
hafði	O
farið	O
að	O
rifja	O
það	O
upp	O
hvenær	O
hann	O
hefði	O
fyrst	O
heyrt	O
þetta	O
og	O
taldi	O
að	O
það	O
hefði	O
verið	O
seint	O
á	O
sjötta	B-Date
tugi	I-Date
síðustu	I-Date
aldar	I-Date
eða	O
jafnvel	O
ekki	O
fyrr	O
en	O
um	O
og	O
upp	O
úr	O
1960	B-Date
.	O

Sjálfur	O
þóttist	O
ég	O
hafa	O
heyrt	O
þetta	O
fyrr	O
,	O
taldi	O
mig	O
muna	O
eftir	O
þessu	O
jafnvel	O
frá	O
því	O
um	O
1950	B-Date
.	O

Það	O
er	O
ljóst	O
að	O
orðið	O
er	O
ekki	O
gamalt	O
í	O
málinu	O
en	O
okkur	O
fannst	O
hálf-ótrúlegt	O
að	O
það	O
væri	O
ekki	O
komið	O
upp	O
fyrr	O
en	O
eftir	O
heimsstyrjöldina	O
síðari	O
.	O

Í	O
söfnum	O
Orðabókarinnar	B-Organization
voru	O
nokkur	O
dæmi	O
um	O
orðið	O
,	O
bæði	O
í	O
talmáls-	O
og	O
ritmálssafni	O
,	O
en	O
engin	O
gömul	O
.	O

Elsta	O
dæmið	O
í	O
talmálssafni	O
var	O
haft	O
eftir	O
heimildarmanni	O
árið	O
1963	B-Date
og	O
dæmin	O
í	O
ritmálssafninu	O
voru	O
frá	O
svipuðum	O
tíma	O
eða	O
yngri	O
,	O
hið	O
elsta	O
frá	O
1960	B-Date
úr	O
grein	O
eftir	O
Jóhannes	B-Person
Helga	I-Person
og	O
birtist	O
í	O
greinasafni	O
hans	O
,	O
Gjafir	B-Miscellaneous
eru	I-Miscellaneous
yður	I-Miscellaneous
gefnar	I-Miscellaneous
,	O
sem	O
út	O
kom	O
árið	O
1976	B-Date
.	O

---	O
Nokkrir	O
hlustendur	O
hafa	O
vikið	O
að	O
þessu	O
í	O
viðtölum	O
að	O
undanförnu	O
og	O
kannast	O
vel	O
við	O
orðið	O
.	O

Það	O
fer	O
svo	O
eftir	O
aldri	O
heimildarmanna	O
hversu	O
langt	O
aftur	O
þeir	O
geta	O
rakið	O
þetta	O
og	O
hinir	O
eldri	O
telja	O
sig	O
hafa	O
heyrt	O
orðið	O
um	O
1940	B-Date
og	O
sumir	O
jafnvel	O
fyrr	O
.	O

Þá	O
er	O
vel	O
kunn	O
sú	O
skýring	O
sem	O
fylgir	O
þessu	O
orði	O
,	O
þ.e.	O
hvers	O
vegna	O
þessir	O
vegvísar	O
eru	O
kallaðir	O
vegprestar	O
:	O
þeir	O
vísa	O
veginn	O
en	O
fara	O
hann	O
ekki	O
sjálfir	O
.	O

Þá	O
vil	O
ég	O
geta	O
þess	O
að	O
norðlenskur	O
heimildarmaður	O
telur	O
sig	O
muna	O
eftir	O
sérstökum	O
steinum	O
í	O
hinum	O
kröppu	O
beygjum	O
í	O
Vaðlaheiðar	B-Location
fyrr	O
á	O
tíð	O
eða	O
frá	O
því	O
um	O
eða	O
fyrir	O
lýðveldistöku	O
.	O

Þessir	O
steinar	O
hefðu	O
átt	O
að	O
vera	O
bílstjórum	O
til	O
leiðbeiningar	O
.	O

Steinarnir	O
voru	O
valdir	O
frekar	O
uppmjóir	O
og	O
málaðir	O
með	O
gulum	O
lit	O
.	O

Hann	O
var	O
gjarnan	O
dreginn	O
sem	O
hringur	O
eða	O
bekkur	O
um	O
þá	O
ofanvert	O
svo	O
að	O
minnti	O
á	O
prestakraga	O
.	O

Þessir	O
steinar	O
,	O
segir	O
heimildarmaður	O
okkar	O
,	O
voru	O
nefndir	O
vegprestar	O
.	O

Ég	O
vil	O
nú	O
beina	O
því	O
til	O
eldri	O
heimildarmanna	O
,	O
ferðamanna	O
og	O
vegagerðarmanna	O
hvort	O
þeir	O
kunni	O
nokkur	O
deili	O
á	O
aldri	O
og	O
uppruna	O
þessarar	O
nafngiftar	O
,	O
vegprestur	O
.	O

Nú	O
er	O
tími	O
minn	O
rétt	O
á	O
þrotum	O
en	O
ég	O
vil	O
að	O
lokum	O
drepa	O
á	O
orðatiltækið	O
hér	O
dugir	O
nú	O
ekkert	O
akkónítum	O
,	O
ekkert	O
akkónítum	O
.	O

Einn	O
heimildarmaður	O
taldi	O
að	O
þetta	O
væri	O
ættað	O
úr	O
hómópatamáli	O
,	O
þeir	O
hefðu	O
farið	O
með	O
ýmsa	O
læknisdóma	O
undir	O
annarlegum	O
nöfnum	O
og	O
hann	O
rámaði	O
í	O
að	O
hafa	O
heyrt	O
eitthvað	O
þessu	O
líkt	O
.	O

Hér	O
er	O
rétt	O
til	O
getið	O
en	O
nú	O
hefur	O
annar	O
hlustandi	O
bætt	O
um	O
betur	O
og	O
bent	O
á	O
ákveðinn	O
bókarstað	O
þar	O
sem	O
þetta	O
orðalag	O
kemur	O
fyrir	O
og	O
mun	O
þaðan	O
runnið	O
og	O
er	O
honum	O
hér	O
með	O
þökkuð	O
ábendingin	O
.	O

Hins	O
vegar	O
hef	O
ég	O
ekki	O
hentugleika	O
að	O
greina	O
nánar	O
frá	O
þessu	O
að	O
sinni	O
því	O
að	O
tími	O
minn	O
er	O
nú	O
á	O
enda	O
.	O

Ég	O
þakka	O
áheyrnina	O
,	O
verið	O
þið	O
sæl	O
!	O

ÁRSFUNDUR	O
BYGGÐASTOFNUNAR	B-Organization
2004	B-Date

Iðnaðar-	O
og	O
viðskiptaráðherra	O
,	O
fundarstjóri	O
,	O
góðir	O
gestir	O
.	O

Til	O
að	O
íslenskt	O
samfélag	O
sé	O
sem	O
heilbrigðast	O
þurfa	O
stjórnvöld	O
að	O
reka	O
öfluga	O
byggðastefnu	O
.	O

Stefnu	O
,	O
sem	O
annars	O
vegar	O
tekur	O
mið	O
af	O
þörfum	O
og	O
óskum	O
íbúanna	O
sjálfra	O
og	O
af	O
nýjum	O
áherslum	O
í	O
atvinnumálum	O
hins	O
vegar	O
.	O

Á	O
undanförnum	O
árum	O
hefur	O
samfélagsgerðin	O
tekið	O
afar	O
miklum	O
og	O
örum	O
breytingum	O
.	O

Ný	O
tækni	O
,	O
nýir	O
möguleikar	O
til	O
atvinnusköpunar	O
,	O
stórfelldar	O
samgöngubætur	O
,	O
aukin	O
sókn	O
í	O
hvers	O
kyns	O
menntun	O
og	O
auknar	O
kröfur	O
fólks	O
um	O
ákveðin	O
lífsgæði	O
hafa	O
stuðlað	O
að	O
stórfelldum	O
flutningum	O
fólks	O
af	O
svæðum	O
með	O
fábreytta	O
grunngerð	O
til	O
þeirra	O
stærri	O
,	O
þar	O
sem	O
fjölbreytnin	O
er	O
til	O
staðar	O
.	O

Í	O
ljósi	O
þessa	O
er	O
það	O
ákaflega	O
mikilvægt	O
viðfangsefni	O
að	O
vinna	O
markvisst	O
að	O
því	O
að	O
auka	O
jafnvægi	O
milli	O
þéttbýlis	O
og	O
dreifbýlis	O
.	O

Það	O
viðfangsefni	O
miðar	O
að	O
því	O
að	O
að	O
á	O
landsbyggðinni	O
séu	O
ræktaðar	O
þær	O
aðstæður	O
sem	O
gera	O
það	O
eftirsóknarvert	O
að	O
búa	O
þar	O
.	O

Þessar	O
aðstæður	O
eru	O
að	O
hluta	O
til	O
mismunandi	O
eftir	O
stöðum	O
og	O
svæðum	O
og	O
felast	O
þá	O
í	O
sérstöðu	O
byggðarlaganna	O
,	O
sérstöðu	O
sem	O
hægt	O
er	O
að	O
nýta	O
til	O
einhverrar	O
uppbyggingar	O
,	O
en	O
að	O
hluta	O
til	O
er	O
um	O
að	O
ræða	O
ákveðna	O
grunnþætti	O
sem	O
þurfa	O
að	O
vera	O
til	O
staðar	O
til	O
að	O
byggð	O
geti	O
lifað	O
og	O
þróast	O
og	O
þroskast	O
.	O

Þetta	O
eru	O
þættir	O
eins	O
og	O
aðgengi	O
að	O
menntun	O
,	O
greiðar	O
samgöngur	O
,	O
fjölbreytileiki	O
í	O
atvinnutækifærum	O
og	O
fleira	O
.	O

Byggðastofnun	B-Organization
,	O
í	O
umboði	O
iðnaðarráðuneytisins	O
,	O
gegnir	O
miklu	O
hlutverki	O
í	O
þeirri	O
viðleitni	O
að	O
skapa	O
landsbyggðinni	O
atvinnutækifæri	O
og	O
umhverfi	O
sem	O
laða	O
að	O
fólk	O
með	O
mismunandi	O
menntun	O
og	O
reynslu	O
.	O

Segja	O
má	O
að	O
þetta	O
hlutverk	O
sé	O
tvíþætt	O
.	O

Annars	O
vegar	O
að	O
vinna	O
að	O
undirbúningi	O
,	O
skipulagi	O
og	O
fjármögnun	O
verkefna	O
sem	O
og	O
veitingu	O
lána	O
og	O
ábyrgða	O
,	O
með	O
fjárfestingum	O
í	O
fyrirtækjum	O
og	O
styrkjum	O
til	O
ýmissa	O
verkefna	O
,	O
sem	O
sagt	O
hin	O
almenna	O
fjármálaumsýsla	O
.	O

Hins	O
vegar	O
er	O
það	O
hlutverk	O
Byggðastofnunar	B-Organization
,	O
sem	O
ekki	O
er	O
síður	O
mikilvægt	O
,	O
en	O
það	O
er	O
að	O
vinna	O
að	O
eflingu	O
byggðar	O
,	O
með	O
rannsóknum	O
,	O
gagnaöflun	O
og	O
með	O
ráðgjöf	O
og	O
samstarfi	O
af	O
ýmsu	O
tagi	O
.	O

Ég	O
ætla	O
aðeins	O
að	O
víkja	O
að	O
þessu	O
síðara	O
hlutverki	O
stofnunarinnar	O
,	O
þ.e.a.s.	O
þróunarstarfinu	O
.	O

Byggðastofnun	B-Organization
gegnir	O
lykilhlutverk	O
í	O
eflingu	O
byggðar	O
í	O
landinu	O
.	O

Í	O
lögum	O
um	O
stofnunina	O
segir	O
m.a.	O
eftirfarandi	O
um	O
hlutverk	O
hennar	O
:	O
«	O
Hlutverk	O
Byggðastofnunar	B-Organization
er	O
að	O
vinna	O
að	O
eflingu	O
byggðar	O
og	O
atvinnulífs	O
á	O
landsbyggðinni	O
.	O

............	O

Byggðastofnun	B-Organization
fylgist	O
með	O
þróun	O
byggðar	O
í	O
landinu	O
,	O
m.a.	O
með	O
gagnasöfnun	O
og	O
rannsóknum	O
.	O

Stofnunin	O
skipuleggur	O
og	O
vinnur	O
að	O
atvinnuráðgjöf	O
í	O
samstarfi	O
við	O
atvinnuþróunarfélög	O
,	O
sveitarfélög	O
og	O
aðra	O
.	O

Stofnunin	O
getur	O
gert	O
eða	O
látið	O
gera	O
áætlanir	O
um	O
þróun	O
byggðar	O
og	O
atvinnulífs	O
í	O
þeim	O
tilgangi	O
að	O
treysta	O
búsetu	O
og	O
atvinnu	O
í	O
byggðum	O
landsins	O
.	O

Stofnunin	O
getur	O
einnig	O
tekið	O
þátt	O
í	O
gerð	O
svæðisskipulags	O
samkvæmt	O
skipulags-	O
og	O
byggingarlögum	O
.	O
»	O

Þetta	O
er	O
stórt	O
hlutverk	O
.	O

Og	O
það	O
er	O
ekki	O
síður	O
mikilvægt	O
en	O
lánastarfsemin	O
.	O

Þær	O
miklu	O
samfélagsbreytingar	O
sem	O
ég	O
nefndi	O
hér	O
í	O
upphafi	O
kalla	O
einmitt	O
á	O
að	O
náið	O
sé	O
fylgst	O
með	O
þróun	O
byggðar	O
og	O
atvinnulífs	O
einstakra	O
svæða	O
þannig	O
að	O
auðveldara	O
sé	O
annars	O
vegar	O
að	O
leiðbeina	O
og	O
stýra	O
tiltekinni	O
þróun	O
til	O
betri	O
vega	O
og	O
hins	O
vegar	O
að	O
grípa	O
til	O
viðeigandi	O
aðgerða	O
þegar	O
áföll	O
í	O
atvinnulífi	O
dynja	O
yfir	O
.	O

Öflugt	O
þróunar-	O
og	O
rannsóknastarf	O
er	O
forsenda	O
þess	O
að	O
okkur	O
beri	O
gæfa	O
til	O
að	O
skapa	O
það	O
jafnvægi	O
byggðar	O
í	O
landinu	O
að	O
fólk	O
og	O
fyrirtæki	O
geti	O
lifað	O
og	O
þroskast	O
við	O
heilbrigð	O
skilyrði	O
.	O

Á	O
undanförnum	O
árum	O
hefur	O
orðið	O
talsverð	O
breyting	O
á	O
umhverfi	O
byggðaþróunar	O
og	O
rannsókna	O
á	O
sviði	O
byggðamála	O
og	O
nýjar	O
stofnanir	O
orðið	O
til	O
sem	O
sinna	O
þessu	O
hlutverki	O
einnig	O
.	O

Það	O
er	O
gott	O
.	O

Engu	O
að	O
síður	O
er	O
það	O
mín	O
skoðun	O
að	O
ákaflega	O
mikilvægt	O
sé	O
að	O
efla	O
enn	O
frekar	O
þróunarsvið	O
Byggðastofnunar	B-Organization
þannig	O
að	O
það	O
megi	O
ætíð	O
vera	O
leiðandi	O
á	O
þessu	O
sviði	O
og	O
gegna	O
því	O
forystuhlutverki	O
sem	O
því	O
er	O
ætlað	O
lögum	O
samkvæmt	O
.	O

Byggðastofnun	B-Organization
er	O
tæki	O
stjórnvalda	O
til	O
að	O
hafa	O
áhrif	O
á	O
þróun	O
búsetu	O
og	O
atvinnuuppbyggingar	O
í	O
landinu	O
.	O

Með	O
þetta	O
í	O
huga	O
tel	O
ég	O
mikilvægt	O
að	O
stjórn	O
Byggðastofnunar	B-Organization
í	O
samvinnu	O
við	O
iðnaðarráðuneytið	O
fari	O
vandlega	O
yfir	O
atvinnuþróunarstarfið	O
í	O
heild	O
sinni	O
og	O
skýri	O
betur	O
og	O
skilgreini	O
hlutverk	O
þeirra	O
opinberu	O
stofnana	O
sem	O
starfa	O
að	O
byggðaþróun	O
.	O

Í	O
mínum	O
huga	O
leikur	O
enginn	O
vafi	O
á	O
mikilvægi	O
Byggðastofnunar	B-Organization
fyrir	O
hinar	O
dreifðu	O
byggðir	O
,	O
þar	O
sem	O
atvinnulíf	O
er	O
brothætt	O
og	O
grunngerðin	O
fábreytt	O
.	O

Nokkuð	O
hefur	O
til	O
dæmis	O
borið	O
á	O
því	O
að	O
viðskiptabankarnir	O
hafi	O
í	O
auknum	O
mæli	O
boðið	O
ýmsum	O
viðskiptavinum	O
Byggðastofnunar	B-Organization
betri	O
kjör	O
en	O
stofnunin	O
sjálf	O
hefur	O
getað	O
boðið	O
.	O

Þetta	O
á	O
þó	O
eingöngu	O
við	O
um	O
stóra	O
og	O
fjárhagslega	O
sterka	O
aðila	O
sem	O
augljóslega	O
er	O
fengur	O
í	O
að	O
eiga	O
viðskipti	O
við	O
.	O

Þessi	O
tilboð	O
bankanna	O
ná	O
því	O
miður	O
ekki	O
til	O
þeirra	O
viðskiptavina	O
sem	O
búa	O
við	O
brothættara	O
fjárhagslegt	O
umhverfi	O
.	O

Það	O
er	O
hins	O
vegar	O
eitt	O
af	O
hlutverkum	O
Byggðastofnunar	B-Organization
að	O
aðstoða	O
einnig	O
þau	O
fyrirtæki	O
sem	O
búa	O
við	O
erfiðan	O
fjárhag	O
og	O
taka	O
með	O
þeim	O
viðeigandi	O
áhættu	O
með	O
það	O
að	O
leiðarljósi	O
að	O
styrkja	O
rekstrargrundvöll	O
þeirra	O
,	O
þannig	O
að	O
þau	O
geti	O
ásamt	O
öðrum	O
verið	O
burðarásar	O
atvinnulífs	O
á	O
sínu	O
svæði	O
.	O

Í	O
umræðum	O
manna	O
á	O
meðal	O
er	O
oft	O
hnýtt	O
í	O
Byggðastofnun	B-Organization
og	O
hún	O
ekki	O
talin	O
standa	O
undir	O
þeim	O
verkefnum	O
sem	O
henni	O
er	O
ætlað	O
.	O

Það	O
verður	O
sjálfsagt	O
seint	O
þannig	O
að	O
stofnun	O
eins	O
og	O
Byggðastofnun	B-Organization
geti	O
gert	O
öllum	O
til	O
hæfis	O
,	O
enda	O
fara	O
draumar	O
manna	O
og	O
óskir	O
ekki	O
alltaf	O
saman	O
við	O
raunsætt	O
mat	O
á	O
einstaka	O
verkefnum	O
og	O
möguleikum	O
þeirra	O
til	O
að	O
skila	O
samfélaginu	O
arði	O
.	O

Það	O
er	O
því	O
eðlilegt	O
að	O
menn	O
hafi	O
skiptar	O
skoðanir	O
á	O
einstaka	O
ákvörðunum	O
stofnunarinnar	O
og	O
ekkert	O
við	O
því	O
að	O
segja	O
.	O

Á	O
hinn	O
bóginn	O
virðist	O
mér	O
á	O
stundum	O
sem	O
svo	O
,	O
að	O
þekkingu	O
á	O
eðli	O
,	O
hlutverki	O
og	O
starfsháttum	O
Byggðastofnunar	B-Organization
sé	O
að	O
einhverju	O
leyti	O
áfátt	O
í	O
samfélaginu	O
almennt	O
.	O

Til	O
að	O
bæta	O
þar	O
úr	O
hefur	O
stjórn	O
Byggðastofnunar	B-Organization
ákveðið	O
að	O
hefja	O
markvissa	O
og	O
skipulega	O
kynningu	O
á	O
stofnuninni	O
þegar	O
í	O
haust	O
.	O

Þar	O
verður	O
lögð	O
áhersla	O
á	O
að	O
kynna	O
hana	O
meðal	O
opinberra	O
aðila	O
,	O
svo	O
sem	O
eins	O
og	O
sveitarstjórna	O
,	O
alþingismanna	O
og	O
ýmissa	O
stofnana	O
sem	O
á	O
einhvern	O
hátt	O
hafa	O
með	O
atvinnuþróun	O
og	O
byggðamál	O
að	O
gera	O
.	O

Það	O
er	O
ákaflega	O
mikilvægt	O
að	O
þessir	O
aðilar	O
sérstaklega	O
,	O
séu	O
vel	O
upplýstir	O
og	O
meðvitaðir	O
um	O
hlutverk	O
og	O
starfsemi	O
stofnunarinnar	O
.	O

Á	O
síðasta	O
ári	O
ákvað	O
ríkisstjórnin	O
að	O
verja	O
700	B-Money
milljónum	I-Money
króna	I-Money
til	O
atvinnuátaks	O
á	O
landsbyggðinni	O
.	O

Byggðastofnun	B-Organization
var	O
falið	O
að	O
ráðstafa	O
500	B-Money
milljónum	I-Money
af	O
þessu	O
fé	O
,	O
350	B-Money
milljónum	I-Money
til	O
fjárfestinga	O
í	O
álitlegum	O
sprotafyrirtækjum	O
og	O
150	B-Money
milljónum	I-Money
til	O
að	O
styrkja	O
verkefni	O
,	O
sem	O
líkleg	O
væru	O
til	O
að	O
styrkja	O
grunngerð	O
viðkomandi	O
samfélags	O
.	O

Auglýst	O
var	O
eftir	O
fyrirtækjum	O
til	O
að	O
fjárfesta	O
í	O
og	O
er	O
skemmst	O
frá	O
því	O
að	O
segja	O
að	O
umsóknir	O
námu	O
fimmfaldri	O
þeirri	O
upphæð	O
er	O
til	O
ráðstöfunar	O
var	O
.	O

Það	O
er	O
því	O
augljóst	O
að	O
sérfræðingum	O
Byggðastofnunar	B-Organization
var	O
mikill	O
vandi	O
á	O
höndum	O
að	O
greina	O
og	O
meta	O
umsóknir	O
,	O
ekki	O
síst	O
í	O
ljósi	O
þess	O
að	O
mjög	O
margar	O
þeirra	O
voru	O
ákaflega	O
spennandi	O
og	O
vel	O
undirbúnar	O
og	O
framsettar	O
.	O

Mat	O
á	O
umsóknum	O
byggðist	O
á	O
mörgum	O
þáttum	O
,	O
svo	O
sem	O
á	O
nýsköpunargildi	O
,	O
heildarfjármögnun	O
verkefnis	O
,	O
rekstrar-	O
og	O
samkeppnisforsendum	O
og	O
síðast	O
en	O
ekki	O
síst	O
á	O
möguleikum	O
til	O
atvinnusköpunar	O
og	O
styrkingar	O
þess	O
samfélags	O
sem	O
fyrirtækið	O
var	O
staðsett	O
í	O
.	O

Standist	O
allar	O
áætlanir	O
og	O
verkefnin	O
sem	O
ákveðið	O
var	O
að	O
fjárfesta	O
í	O
verða	O
að	O
veruleika	O
,	O
gætu	O
7-800	O
ný	O
störf	O
skapast	O
á	O
landsbyggðinni	O
í	O
ýmsum	O
greinum	O
atvinnulífsins	O
.	O

Þessi	O
staðreynd	O
undirstrikar	O
mikilvægi	O
þess	O
að	O
vinna	O
með	O
markvissum	O
hætti	O
að	O
því	O
að	O
styrkja	O
atvinnulífið	O
á	O
landsbyggðinni	O
og	O
skapa	O
þannig	O
raunverulegt	O
mótvægi	O
við	O
útþensluna	O
á	O
höfuðborgarsvæðinu	O
.	O

Síðast	O
liðin	O
2	O
ár	O
hefur	O
Byggðastofnun	B-Organization
þurft	O
að	O
afskrifa	O
háar	O
fjárhæðir	O
.	O

Þessar	O
afskriftir	O
hafa	O
verið	O
stjórn	O
og	O
starfsmönnum	O
mikið	O
áhyggjuefni	O
og	O
ljóst	O
að	O
ef	O
svo	O
heldur	O
fram	O
mikið	O
lengur	O
,	O
mun	O
eiginfjárstaða	O
stofnunarinnar	O
versna	O
til	O
muna	O
og	O
þar	O
með	O
möguleikar	O
hennar	O
til	O
að	O
vera	O
fyrirtækjum	O
á	O
landsbyggðinni	O
sá	O
bakhjarl	O
sem	O
henni	O
er	O
ætlað	O
að	O
vera	O
.	O

Stjórn	O
og	O
starfsmenn	O
stofnunarinnar	O
hafa	O
farið	O
vandlega	O
yfir	O
leiðir	O
til	O
að	O
styrkja	O
eiginfjárstöðu	O
stofnunarinnar	O
og	O
gert	O
ráðuneytinu	O
grein	O
fyrir	O
stöðunni	O
.	O

Einnig	O
var	O
á	O
síðasta	O
ári	O
lögð	O
mikil	O
vinna	O
í	O
að	O
endurskoða	O
rækilega	O
alla	O
starfshætti	O
stofnunarinnar	O
,	O
sérstaklega	O
hvað	O
varðar	O
útlána-	O
og	O
fjármálaumsýslu	O
Byggðastofnunar	B-Organization
og	O
verkferlar	O
skilgreindir	O
og	O
endurskipulagðir	O
.	O

Þá	O
var	O
hlutverk	O
stjórnar	O
annars	O
vegar	O
og	O
starfsmanna	O
hins	O
vegar	O
skilgreind	O
betur	O
,	O
stofnuninni	O
settar	O
siðareglur	O
og	O
starfsmannastefna	O
.	O

Þetta	O
var	O
gert	O
í	O
þeim	O
tilgangi	O
að	O
tryggja	O
betur	O
jafnræðisreglu	O
,	O
gegnsæi	O
og	O
góða	O
stjórnsýslu	O
og	O
jafnframt	O
að	O
efla	O
eftirlits-	O
og	O
stefnumótunarhlutverk	O
stjórnarinnar	O
.	O

Þá	O
var	O
það	O
einnig	O
tilgangurinn	O
að	O
styrkja	O
innviði	O
stofnunarinnar	O
,	O
starfshætti	O
,	O
mælistikur	O
og	O
skilvirkni	O
,	O
þannig	O
að	O
viðskiptavinir	O
stofnunarinnar	O
geti	O
ávallt	O
verið	O
vissir	O
um	O
að	O
umsóknir	O
þeirra	O
fái	O
réttláta	O
meðhöndlun	O
.	O

Það	O
er	O
trú	O
okkar	O
að	O
þessi	O
endurskoðun	O
leiði	O
til	O
enn	O
skilvirkari	O
og	O
öruggari	O
fjármálastarfsemi	O
stofnunarinnar	O
.	O

Ég	O
vil	O
að	O
lokum	O
færa	O
ráðherra	O
og	O
hennar	O
fólki	O
í	O
iðnaðar-	O
og	O
viðskiptaráðuneytinu	O
,	O
meðstjórnendum	O
mínum	O
í	O
stjórn	O
Byggðastofnunar	B-Organization
og	O
starfsmönnum	O
stofnunarinnar	O
bestu	O
þakkir	O
fyrir	O
ágætt	O
samstarf	O
um	O
leið	O
og	O
ég	O
læt	O
í	O
ljós	O
ósk	O
um	O
að	O
okkur	O
megi	O
áfram	O
farnast	O
vel	O
og	O
eflast	O
enn	O
frekar	O
í	O
því	O
hlutverki	O
okkar	O
að	O
vera	O
sterkir	O
og	O
góðir	O
bakhjarlar	O
fyrir	O
fólk	O
og	O
fyrirtæki	O
á	O
landsbyggðinni	O
.	O

Sauðárkróki	B-Location
2.	B-Date
júlí	I-Date
2004	I-Date
,	O

Herdís	B-Person
Á.	I-Person
Sæmundardóttir	I-Person
,	O
formaður	O
stjórnar	O
Byggðastofnunar	B-Organization
.	O

Málstofa	O
samgönguráðuneytisins	O
,	O
Samtaka	B-Organization
ferðaþjónustunnar	I-Organization
,	O
Ferðamálaráðs	B-Organization
og	O
Öryrkjabandalagsins	B-Organization
um	O
FERÐAÞJÓNUSTU	O
FYRIR	O
ALLA	O

Ársal	B-Location
Radisson	B-Organization
SAS	I-Organization
Hótel	I-Organization
Sögu	I-Organization
við	O
Hagatorg	B-Location
24.	B-Date
febrúar	I-Date
2006	I-Date
frá	O
klukkan	B-Time
13	I-Time
til	I-Time
17	I-Time

14:10	B-Time
Unnur	B-Person
Svavarsdóttir	I-Person
,	O
stjórnandi	O
hjá	O
Íslandsferðum	B-Organization
-er	O
ferðaþjónustan	O
í	O
stakk	O
búin	O
til	O
að	O
taka	O
á	O
móti	O
fötluðum	O
ferðamönnum	O

Þetta	O
er	O
stór	O
spurning	O
,	O
sem	O
ég	O
sem	O
fulltrúi	O
ferðaskipuleggjenda	O
ætla	O
að	O
hugleiða	O
hér	O
með	O
ykkur	O
.	O

Ég	O
starfa	O
hjá	O
Íslandsferðum	B-Organization
sem	O
eru	O
dæmigerður	O
ferðaskipuleggjandi	O
;	O
við	O
skipuleggjum	O
hinar	O
ýmsu	O
gerðir	O
ferða	O
fyrir	O
erlenda	O
ferðamenn	O
,	O
röðum	O
saman	O
grunnþáttum	O
,	O
svo	O
sem	O
gistingu	O
,	O
bílaleigubílum	O
,	O
afþreyingu	O
og	O
fleiru	O
og	O
bjóðum	O
þannig	O
heildar	O
pakkaferðir	O
um	O
Ísland	B-Location
.	O

Einnig	O
störfum	O
við	O
mikið	O
við	O
skipulagningu	O
ráðstefna	O
.	O

Þegar	O
ég	O
velti	O
upp	O
spurningunni	O
um	O
hæfi	O
okkar	O
til	O
að	O
taka	O
á	O
móti	O
fötluðum	O
ferðamönnum	O
á	O
mínum	O
vinnustað	O
,	O
voru	O
hreyfihamlaðir	O
sá	O
hópur	O
sem	O
allir	O
fóru	O
strax	O
að	O
hugsa	O
um	O
.	O

Upp	O
komu	O
umræður	O
um	O
aðgengi	O
á	O
gististöðum	O
;	O
hvot	O
til	O
væru	O
rútur	O
sem	O
tækju	O
hjólastóla	O
,	O
hvernig	O
stígarnir	O
við	O
Gullfoss	B-Location
eru	O
,	O
hvort	O
það	O
væri	O
áreiðanlega	O
ekki	O
salerni	O
fyrir	O
fatlaða	O
á	O
öllum	O
veitingahúsum	O
.	O

Enginn	O
spáði	O
í	O
það	O
að	O
til	O
væru	O
fleiri	O
hópar	O
fatlaðra	O
en	O
þeir	O
sem	O
eru	O
í	O
hjólastól	O
.	O

Kannski	O
lýsir	O
það	O
því	O
best	O
hvernig	O
ferðaþjónustan	O
er	O
í	O
stakk	O
búin	O
til	O
að	O
taka	O
á	O
móti	O
fötluðum	O
ferðamönnum	O
;	O
við	O
höfum	O
lítinn	O
sem	O
engann	O
skilning	O
á	O
því	O
hve	O
fjölbreyttur	O
hópur	O
fatlaðir	O
